id,address,power,heart_rate,step,temperature,systolic_pressure,diastolic_pressure,accx,accy,accz,gyroscopex,gyroscopey,gyroscopez,stay,sos,elock_open_illegal_warn,timestamp,bs_address,sample_time,sample_batch
3922,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,3055,-1245,-15988,-47,24,-123,1,NULL,NULL,1666582939531,01370022,"2022-10-24,11:43:04",40
3923,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,3874,-228,-15225,-23,-1,2,0,NULL,NULL,1666582941953,01370022,"2022-10-24,11:43:05",40
3924,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,3098,-1060,-15088,-7,-19,-2,0,NULL,NULL,1666582942078,01370022,"2022-10-24,11:43:05",40
3925,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,3933,-204,-15788,25,-94,-64,0,NULL,NULL,1666582942196,01370022,"2022-10-24,11:43:05",40
3926,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,3944,-535,-15564,57,-54,-22,1,NULL,NULL,1666582942321,01370022,"2022-10-24,11:43:05",40
3927,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,5407,-324,-17719,157,36,-70,0,NULL,NULL,1666582942677,01370022,"2022-10-24,11:43:05",40
3928,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,3984,-1146,-16941,148,121,-50,0,NULL,NULL,1666582942807,01370022,"2022-10-24,11:43:06",40
3929,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,474,-4003,-14690,-31,197,95,0,NULL,NULL,1666582942925,01370022,"2022-10-24,11:43:06",40
3930,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,2238,-2231,-14923,65,-35,29,0,NULL,NULL,1666582943051,01370022,"2022-10-24,11:43:06",40
3931,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,4365,-2188,-13230,-63,30,-72,0,NULL,NULL,1666582943164,01370022,"2022-10-24,11:43:06",40
3932,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,5422,-3683,-16719,-99,-102,-15,0,NULL,NULL,1666582943281,01370022,"2022-10-24,11:43:06",40
3933,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,5177,-1988,-16250,-230,417,-98,0,NULL,NULL,1666582943405,01370022,"2022-10-24,11:43:06",40
3934,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,5079,-852,-16983,-217,353,-124,0,NULL,NULL,1666582943520,01370022,"2022-10-24,11:43:06",40
3935,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,1553,-1524,-13299,85,159,325,0,NULL,NULL,1666582943653,01370022,"2022-10-24,11:43:06",40
3936,03D2C30A,NULL,NULL,661,NULL,NULL,NULL,3032,-2430,-14013,124,-297,428,0,NULL,NULL,1666582943764,01370022,"2022-10-24,11:43:06",40
